escuela,sigla,description
Ciencias Biológicas,BIO5261,"CURSO			: TESIS II
TRADUCCION		: THESIS II
SIGLA			: BIO5261
CREDITOS		: 50 UC / 30 SCT
MODULOS			: 20
REQUISITOS		: Aprobado Examen de Candidatura (BIO5110)
CONECTOR		: Y
RESTRICCIONES		: Estudiante del Programa de Doctorado en Ciencias Biológicas mención Biología Celular y Molecular (120401) o mención Ciencias Fisiológicas (120501) o mención Ecología (120601) o mención Genética Molecular y Microbiología (120801)
CARÁCTER		: Mínimo
TIPO			: Tutorial
CALIFICACIÓN		: Estándar
PROFESOR (ES)		: Dirección Docente UA 12
DISCIPLINA		: Ciencias Biológicas


I.DESCRIPCIÓN

Este curso pretende desarrollar en los/las estudiantes la capacidad de organizar y ejecutar su trabajo de investigación relacionado con preguntas relevantes en el área de las ciencias biológicas. Aplicarán criterios éticos y de calidad en su trabajo de investigación e identificarán problemas o sesgos en sus resultados para asegurar la reproducibilidad de los datos obtenidos. Mediante la consolidación de los/las estudiantes en el grupo de investigación tendrán oportunidades para ampliar las habilidades conceptuales, experimentales y de procedimientos relacionadas con la investigación científica en diversas áreas de la biología. 


II.OBJETIVOS

1.Diseñar y utilizar estrategias experimentales eficientes en tiempo y recursos, para el desarrollo efectivo de su investigación. 
2.Aplicar criterios de rigurosidad, confiabilidad e imparcialidad para asegurar la reproducibilidad de los resultados obtenidos. 
3.Analizar la evidencia obtenida durante el desarrollo de su investigación, para validar sus predicciones.
4.Evaluar las conclusiones obtenidas de su investigación para contextualizar sus contribuciones en el marco de la disciplina.
5.Demostrar integridad y respeto a criterios éticos en la formulación y ejecución de su investigación para asegurar la objetividad y valor científico de sus resultados y conclusiones.


III.COMPETENCIAS

Planificar un programa de investigación utilizando aproximaciones teóricas y/o empíricas para abordar una pregunta en Ciencias Biológicas (indicador 2.3).
Ejecutar las etapas de una investigación en el área de las Ciencias Biológicas para abordar las hipótesis planteadas (indicadores 3.1, 3.2, 3.3 y 3.5).
Aplicar criterios de calidad en las distintas etapas y procesos de la investigación que realiza en el área de las Ciencias Biológicas (indicadores 4.1, 4.2).
Actuar de manera íntegra, veraz y responsable en la formulación, ejecución y difusión de su investigación y la de otros para asegurar la objetividad y valor científico de sus resultados y conclusiones (indicadores 1,1, 1.2 y 1.3).


IV.CONTENIDOS

UNIDAD I: DESARROLLO Y EJECUCION DEL PROYECTO DE TESIS
1.1 Criterios de calidad para la ejecución y monitoreo del plan de trabajo del proyecto de Tesis.
1.2 Criterios para la ampliación de evidencias de distinta naturaleza acerca del problema a abordar en el proyecto.
1.3 Criterios de calidad para la ejecución de experimentos y/o análisis de datos para abordar las preguntas e hipótesis asociadas a la investigación de Tesis.

UNIDAD II: PROCEDIMIENTOS DE INVESTIGACIÓN DEL LABORATORIO
2.1 Requerimientos de los Protocolos y técnicas experimentales a desarrollar durante la Tesis.
2.2 Procedimientos de registro y análisis de datos: Tipos, usos, posibilidades y limitaciones en su aplicación.
2.3 Criterios de calidad para el trabajo experimental e investigación.

UNIDAD III: PROCEDIMIENTOS DE COMUNICACIÓN CIENTIFICA
3.1 Comunicación científica oral: Estructura y características de los tipos de presentaciones utilizadas en ciencias; criterios de calidad en la comunicación y argumentación científica.
3.2 Comunicación científica escrita 
    -Artículos científicos: Estructura y formato; criterios de calidad para su elaboración.
    -Tesis: Estructura y formato; criterios de calidad para su elaboración.


V.METODOLOGÍA

A través del desarrollo del trabajo de investigación de los/las estudiantes dirigido por un profesor se ejecutarán las diferentes etapas del proceso indagatorio de la Tesis.  Mediante reuniones de trabajo con el Director de Tesis los/las estudiantes organizarán los tiempos y recursos disponibles, y acordaran los diseños de los planes de investigación alternativos. Además, a medida que se obtengan los resultados de los experimentos/observaciones los/las estudiantes asesorados por el Director y el Comité de tesis aplicarán los procedimientos estadísticos pertinentes al diseño experimental propuesto. En el libro de registros del laboratorio los/las estudiantes deberán formalizar el registro de su investigación, para su verificación y reproducción posterior. A medida que avancen en el desarrollo de su Tesis los/las estudiantes elaborarán documentos e informes escritos, respetando las normas de escritura, lenguaje y estilo, supervisado por su Director de Tesis. 
VI. EVALUACIÓN

Todos los objetivos serán evaluados a través de reuniones periódicas con el Director de Tesis y por el Comité de Tesis en la Actividad Anual de Seguimiento I mediante un informe de avance (oral/escrito) a realizarse en el sexto semestre.


VII.BIBLIOGRAFÍA

MÍNIMA
-Manual de Bioseguridad de CONICYT (2008, segunda edición).
-Manual de buenas prácticas de laboratorio desarrollado por la Facultad de Ciencias Biológicas UC.
-Manual de responsabilidades en la educación de postgrado de la Facultad de Ciencias Biológicas UC.
-Bibliografía propia de los temas de tesis de cada estudiante."
Ciencias Biológicas,BIO5260,"CURSO			: TESIS I
TRADUCCION		: THESIS I
SIGLA			: BIO5260
CREDITOS		: 50 UC / 30 SCT
MODULOS			: 20
REQUISITOS		: Aprobado Examen de Candidatura (BIO5110)
CONECTOR		: Y
RESTRICCIONES		: Estudiante del Programa de Doctorado en Ciencias Biológicas mención Biología Celular y Molecular (120401) o mención Ciencias Fisiológicas (120501) o mención Ecología (120601) o mención Genética Molecular y Microbiología (120801)
CARÁCTER		: Mínimo
TIPO			: Tutorial
CALIFICACIÓN		: Estándar
PROFESOR (ES)		: Dirección Docente UA 12
DISCIPLINA		: Ciencias Biológicas


I.DESCRIPCIÓN

Este curso pretende desarrollar en los/las estudiantes la capacidad de organizar y ejecutar su trabajo de investigación relacionado con preguntas relevantes en el área de las ciencias biológicas. Aplicarán criterios éticos y de calidad en su trabajo de investigación e identificarán problemas o sesgos en sus resultados para asegurar la reproducibilidad de los datos obtenidos. Mediante la consolidación de los/las estudiantes en el grupo de investigación tendrán oportunidades para ampliar las habilidades conceptuales, experimentales y de procedimientos relacionadas con la investigación científica en diversas áreas de la biología. 


II.OBJETIVOS

1.Diseñar y utilizar estrategias experimentales eficientes en tiempo y recursos, para el desarrollo efectivo de su investigación. 
2.Aplicar criterios de rigurosidad, confiabilidad e imparcialidad para asegurar la reproducibilidad de los resultados obtenidos. 
3.Analizar la evidencia obtenida durante el desarrollo de su investigación, para validar sus predicciones.
4.Evaluar las conclusiones obtenidas de su investigación para contextualizar sus contribuciones en el marco de la disciplina.
5.Demostrar integridad y respeto a criterios éticos en la formulación y ejecución de su investigación para asegurar la objetividad y valor científico de sus resultados y conclusiones.


III.COMPETENCIAS

Planificar un programa de investigación utilizando aproximaciones teóricas y/o empíricas para abordar una pregunta en Ciencias Biológicas (indicador 2.3).
Ejecutar las etapas de una investigación en el área de las Ciencias Biológicas para abordar las hipótesis planteadas (indicadores 3.1, 3.2, 3.3 y 3.5).
Aplicar criterios de calidad en las distintas etapas y procesos de la investigación que realiza en el área de las Ciencias Biológicas (indicadores 4.1, 4.2).
Actuar de manera íntegra, veraz y responsable en la formulación, ejecución y difusión de su investigación y la de otros para asegurar la objetividad y valor científico de sus resultados y conclusiones (indicadores 1,1, 1.2 y 1.3).


IV.CONTENIDOS

UNIDAD I: DESARROLLO Y EJECUCION DEL PROYECTO DE TESIS
1.1 Criterios de calidad para la ejecución y monitoreo del plan de trabajo del proyecto de Tesis.
1.2 Criterios para la ampliación de evidencias de distinta naturaleza acerca del problema a abordar en el proyecto.
1.3 Criterios de calidad para la ejecución de experimentos y/o análisis de datos para abordar las preguntas e hipótesis asociadas a la investigación de Tesis.

UNIDAD II: PROCEDIMIENTOS DE INVESTIGACIÓN DEL LABORATORIO
2.1 Requerimientos de los Protocolos y técnicas experimentales a desarrollar durante la Tesis.
2.2 Procedimientos de registro y análisis de datos: Tipos, usos, posibilidades y limitaciones en su aplicación.
2.3 Criterios de calidad para el trabajo experimental e investigación.

UNIDAD III: PROCEDIMIENTOS DE COMUNICACIÓN CIENTIFICA
3.1 Comunicación científica oral: Estructura y características de los tipos de presentaciones utilizadas en ciencias; criterios de calidad en la comunicación y argumentación científica.
3.2 Comunicación científica escrita 
    - Artículos científicos: Estructura y formato; criterios de calidad para su elaboración.
    - Tesis: Estructura y formato; criterios de calidad para su elaboración.


V.METODOLOGÍA

A través del desarrollo del trabajo de investigación de los/las estudiantes dirigido por un profesor se ejecutarán las diferentes etapas del proceso indagatorio de la Tesis.  Mediante reuniones de trabajo con el Director de Tesis los/las estudiantes organizarán los tiempos y recursos disponibles, y acordaran los diseños de los planes de investigación alternativos. Además, a medida que se obtengan los resultados de los experimentos/observaciones los/las estudiantes asesorados por el Director y el Comité de tesis aplicarán los procedimientos estadísticos pertinentes al diseño experimental propuesto. En el libro de registros del laboratorio los/las estudiantes deberán formalizar el registro de su investigación, para su verificación y reproducción posterior. A medida que avancen en el desarrollo de su Tesis los/las estudiantes elaborarán documentos e informes escritos, respetando las normas de escritura, lenguaje y estilo, supervisado por su Director de Tesis. 


VI.EVALUACIÓN

Todos los objetivos serán evaluados a través de reuniones periódicas con el Director de Tesis y por el Comité de Tesis en la Actividad Anual de Seguimiento I mediante un informe de avance (oral/escrito) a realizarse en el sexto semestre.


VII.BIBLIOGRAFÍA

MÍNIMA
- Manual de Bioseguridad de CONICYT (2008, segunda edición).
- Manual de buenas prácticas de laboratorio desarrollado por la Facultad de Ciencias Biológicas UC.
- Manual de responsabilidades en la educación de postgrado de la Facultad de Ciencias Biológicas UC.
- Bibliografía propia de los temas de tesis de cada estudiante"
Ciencias Biológicas,BIO5254,Programa de curso no disponible
Ciencias Biológicas,BIO5253,Programa de curso no disponible
Ciencias Biológicas,BIO5151,Programa de curso no disponible
Ciencias Biológicas,BIO4911,Programa de curso no disponible
Ciencias Biológicas,BIO5110,"CURSO			: EXAMEN DE CANDIDATURA
TRADUCCION		: CANDIDACY EXAM
SIGLA			: BIO5110
CREDITOS		: 50 UC / 30 SCT
MODULOS			: 20
REQUISITOS		: Sin requisitos
CONECTOR		: Y
RESTRICCIONES		: Estudiante del Programa de Doctorado en Ciencias Biológicas mención Biología Celular y Molecular (120401) o mención Ciencias Fisiológicas (120501) o mención Ecología (120601) o mención Genética Molecular y Microbiología (120801)
CARÁCTER		: Mínimo
TIPO			: Tutorial
CALIFICACIÓN		: Estándar
PROFESOR (ES)		: Dirección Docente UA 12
DISCIPLINA		: Ciencias Biológicas


I.DESCRIPCIÓN

Este curso ofrece al/la estudiante el acompañamiento y monitoreo en el avance de su  proyecto de investigación de Tesis Doctoral. Con la guía  del Director de Tesis el/la alumno(a) fortalecerá y entregará evidencias de las competencias de investigación asociadas al proyecto y del campo disciplinar al que pertenece. Se espera que el/la estudiante proponga un trabajo de investigación capaz de ser abordado y resuelto dentro de los plazos establecidos en el Programa de Doctorado.


II.OBJETIVOS

1.Identificar y contextualizar una pregunta o un problema de investigación relevante y capaz de ser abordado a través de un proyecto de Tesis Doctoral. 
2.Deducir hipótesis biológicas capaces de ser sometidas a prueba mediante predicciones y diseñar los experimentos necesarios para generar la evidencia empírica de contraste. 
3.Planificar un programa de investigación utilizando aproximaciones teóricas y/o empíricas para abordar una pregunta en Ciencias Biológicas. 
4.Comunicar de manera oral y escrita su programa de investigación, hipótesis e implicancias de su estudio para darlo a conocer y fundamentar sus decisiones.
5.Aplicar las normativas relacionadas con bioética, bioseguridad y propiedad intelectual en el Proyecto de Tesis.


III.COMPETENCIAS

Plantear una pregunta novedosa y soluciones tentativas en el área de las Ciencias Biológicas para contribuir al conocimiento científico (indicadores 1.1 1.2, 1.3 y 1.4).
Planificar un programa de investigación utilizando aproximaciones teóricas y/o empíricas para abordar una pregunta en Ciencias Biológicas (indicadores 2.1, 2.2 y 2.3).
Ejecutar las etapas de una investigación en el área de las Ciencias Biológicas para abordar las hipótesis planteadas (Indicador 3.5).
Aplicar criterios de calidad en las distintas etapas y procesos de la investigación que realiza en el área de las Ciencias Biológicas (indicadores 4.1, 4.2 y 4.3).
Elaborar discursos científicos, orales o escritos, para dar a conocer la problemática, los procedimientos, resultados e implicancias de las investigaciones desarrolladas (indicadores 1.1, 1.2 y 1.3).
Debatir conforme a formatos preestablecidos, los argumentos técnicos y disciplinares, los procedimientos, resultados y conclusiones de investigaciones para deshacer analíticamente el fenómeno científico abordado (indicadores 2.1, 2.2 y 2.3).
Actuar de manera íntegra, veraz y responsable en la formulación, ejecución y difusión de su investigación y la de otros para asegurar la objetividad y valor científico de sus resultados y conclusiones (indicadores 1.1, 1.2 y 1.3).
Cumplir las políticas, normativas y protocolos vigentes en el desarrollo de sus proyectos para minimizar el impacto en el medio ambiente, salud propia y de otros, y  en el bienestar de los seres vivos en experimentación (indicadores 2.1, 2.2 y 2.3).


IV. CONTENIDOS

UNIDAD I: PRODUCCIÓN DE CONOCIMIENTO EN SU ÁREA Y CRITERIOS DE CALIDAD EN LA INVESTIGACIÓN.

UNIDAD II: CRITERIOS Y ACCIONES PARA ASEGURAR LA OBJETIVIDAD Y VALOR CIENTÍFICO DE UN PROYECTO

UNIDAD III: POLÍTICAS, NORMATIVAS Y PROTOCOLOS VIGENTES EN EL DESARROLLO DE PROYECTOS PARA MINIMIZAR EL IMPACTO EN EL MEDIO AMBIENTE Y EL BIENESTAR DE LOS SERES VIVOS EN EXPERIMENTACIÓN

UNIDAD IV: PROCEDIMIENTOS DE COMUNICACIÓN CIENTIFICA


V.METODOLOGÍA

El estudiante guiado por el Director de Tesis identificará la o las preguntas biológicas capaces de ser abordadas en un proceso indagatorio durante el cual no solo se desarrollarán diferentes competencias relacionadas con la investigación, la comunicación y la ética, además se escribirá y presentará ante un Comité de Tesis un proyecto de investigación doctoral.  Durante el presente curso las actividades estarán enfocadas en:

Realizar un análisis de la literatura científica y/o de datos experimentales previos para establecer el estado del arte en el tema o pregunta de investigación relevante en las ciencias biológicas.
Integrar la evidencia disponible con los resultados preliminares para deducir hipótesis capaces de ser puestas a prueba. A través de sesiones de discusión con el Director de Tesis el estudiante realiza una propuesta experimental para abordar la proposición de hipótesis biológicas.
Bajo la supervisión y retroalimentación del Director de Tesis el estudiante construye  un proyecto de Tesis, donde se analizan las contribuciones de su Director de Tesis y otros miembros de los equipos de investigación con el fin de identificar las responsabilidades y aportes que le correspondan a cada uno. 
Presenta el proyecto de Tesis de manera escrita y oral ante la comisión de Tesis respondiendo a las críticas de su proyecto en forma directa y precisa, utilizando lenguaje y argumentos pertinentes al contexto de la investigación, y dando cuenta del resguardo ético y el aseguramiento de la objetividad y valor científico de los resultados futuros. Analiza los diferentes puntos de vista, e intenciones de los argumentos presentados por otros autores y los profesores de la comisión para poder establecer puntos de vista alternativos. Durante y/o al término de la actividad, el estudiante recibe retroalimentación que le permitirá optimizar y mejorar su programa de investigación.


VI.EVALUACIÓN

El curso Proyecto de Tesis contempla evaluaciones formativas y sumativas. Las evaluaciones formativas estarán determinadas por los productos y reportes de las diferentes actividades desarrolladas por el estudiante bajo la guía, monitoreo y retroalimentación del Director de Tesis. Una síntesis de estas evaluaciones formativas será entregada  por escrito al estudiante, antes de la defensa del Proyecto de Tesis  frente a la comisión. La evaluación sumativa de los objetivos de aprendizaje del curso se realizará de acuerdo a lo siguiente:

Los objetivos 1 al 5 serán evaluados en la defensa oral de proyecto de tesis por el Comité de Tesis.
Además, los objetivos 1, 2, 3 y 4 se evaluarán por el Comité de Tesis a través de un manuscrito de Proyecto de Tesis desarrollado por el estudiante bajo la guía de su Director de Tesis.


VII.BIBLIOGRAFÍA

MÍNIMA
-Manual de Bioseguridad de CONICYT (2008, segunda edición).
-Manual de buenas prácticas de laboratorio desarrollado por la Facultad de Ciencias Biológicas UC.
-Manual de responsabilidades en la educación de postgrado de la Facultad de Ciencias Biológicas UC.

COMPLEMENTARIA
-Acordada con el Director de Tesis."
Ciencias Biológicas,BIO4910,Programa de curso no disponible
Ciencias Biológicas,BIO4709,Programa de curso no disponible
Ciencias Biológicas,BIO4901,Programa de curso no disponible
Ciencias Biológicas,BIO4708,Programa de curso no disponible
Ciencias Biológicas,BIO4430,Programa de curso no disponible
Ciencias Biológicas,BIO4423,"CURSO			: GENÉTICA MOLECULAR Y MICROBIOLOGÍA
TRADUCCION		: MOLECULAR GENETICS AND MICROBIOLOGY
SIGLA			: BIO4423
CREDITOS		: 40 UC / 24 SCT
MODULOS			: 12
REQUISITOS		: Sin requisitos
CONECTOR		: Y
RESTRICCIONES		: Alumnos de Doctorado UC
CARÁCTER		: Mínimo
TIPO			: Cátedra y Taller
CALIFICACIÓN		: Estándar
PROFESOR (ES)		: Académicos de la UA 12
DISCIPLINA		: Ciencias Biológicas


I.DESCRIPCIÓN

El curso tiene como propósito que los estudiantes profundicen en aspectos de estructura, función de proteínas y ácidos nucleicos, y su interacción, con énfasis en la regulación y respuestas sistémicas a estímulos ambientales de diferentes organismos. Además, se pretende que los estudiantes propongan aproximaciones metodológicas moleculares y bioinformáticas para diseñar estrategias adecuadas para responder preguntas de investigación. 

A través de clases lectivas, discusión de literatura, y un trabajo de investigación el estudiante desarrollará las habilidades para realizar análisis crítico, contextualizar preguntas de investigación, e identificar hipótesis, en el campo de la Genética Molecular y Microbiología.


II.OBJETIVOS

1.Distinguir las estructuras proteicas y de ácidos nucleicos para determinar potenciales modificaciones que alteran su función biológica 
2.Integrar los conceptos de regulación génica y la diversidad de (micro)organismos con el ambiente para explicar y predecir las respuestas sistémicas a distintos estímulos.
3.Distinguir las bases, usos, ventajas y limitaciones de metodologías moleculares y bioinformáticas para proponer y realizar estrategias y metodologías adecuadas.
4.Identificar hipótesis coherentes con los antecedentes disponibles que permiten explicar fenómenos biológicos.
5.Elaborar discursos científicos orales y escritos para comunicar los resultados y conclusiones de los trabajos realizados en el curso.
6.Aplicar criterios de calidad pertinentes para argumentar debilidades y fortalezas de los diferentes estudios en el área.


III.COMPETENCIAS

Integrar marcos teóricos sobre la estructura y función de genes y productos génicos, su regulación y su interdependencia, para explicar respuestas de organismos a estímulos físicos, químicos y biológicos (GMM indicadores 1.1, 1.2, 1.3).
Aplicar metodologías moleculares o bioinfomáticas para proponer estrategias que permitan estudiar la relación estructurafunción de genes y productos génicos (GMM indicadores 2.1, y 2.2).
Evaluar la función de genes y productos génicos mediante la utilización de procedimientos moleculares o bioinformáticos para caracterizar o modificar sistemas biológicos (GMM indicadores 3.1, 3.2). 
Plantear una pregunta novedosa y soluciones tentativas en el área de las Ciencias Biológicas para contribuir al conocimiento científico (Competencias genéricas, indicadores 1.1, 1.2, 1.3, 1.4).
Aplicar criterios de calidad en las distintas etapas y procesos de la investigación en Ciencias Biológicas que realiza (Competencias genéricas, indicadores 4.1, 4.2, 4.3).
Elaborar discursos científicos, orales o escritos, para dar a conocer la problemática, los procedimientos, resultados e implicancias de las investigaciones desarrolladas (Competencia comunicación científica, indicadores 1.1, 1.2, 1.3).
Debatir conforme a formatos preestablecidos los argumentos técnicos y disciplinares, los procedimientos, resultados y conclusiones de investigaciones para deshacer analíticamente el fenómeno científico abordado (Competencia comunicación científica, indicadores 2.1, 2.2, 2,3).
Actuar de manera íntegra, veraz y responsable en la formulación, ejecución y difusión de su investigación y la de otros para asegurar la objetividad y valor científico de sus resultados y conclusiones (Competencia ética, indicador 1.1).


IV.CONTENIDOS

UNIDAD I: ESTRUCTURA Y FUNCIÓN DE PROTEINAS
1.1 Niveles de estructuración de las proteínas
1.2 Modelos de predicción de estructura de proteínas
1.3 Función de proteínas y enzimas en los sistemas biológicos.

UNIDAD II: ESTRUCTURA DE GENOMAS
2.1 Organización de genomas
2.2 Evolución de genomas
2.3 Metagenómica

UNIDAD III: REGULACIÓN DE LA EXPRESIÓN GÉNICA (procariontes y eucariontes)
3.1 Genes 
3.2 Transcripción de genes 
3.3 Análisis global de la expresión de genes 
3.4 Regulación epigenética, RNAs pequeños, regulación post-trancripcional

UNIDAD IV: MICROORGANISMOS
4.1 Genética, morfología, fisiología de:
    a)Procariontes: Bacteria y Arqueas
    b)Hongos 
    c)Protistas
4.2 Virus: morfología, mecanismos de replicación e infección.

UNIDAD V: INTERACCIÓN DE ORGANISMOS CON EL ENTORNO
5.1 Mecanismos de integración de señales ambientales
5.2 Relación entre diversidad de microorganismos y factores ambientales
5.3 Mecanismos de reconocimiento de lo propio y foráneo: inmunología
5.4 Interacción patógenos  hospederos

UNIDAD VI: EXPERIMENTACIÓN 
6.1 Bioinformática aplicada, en asociación a la plataforma de bioinformática. 
6.2 Procedimiento de adquisición y análisis de imágenes de organismos: virus, bacterias, células animales y vegetales. 
6.3 Procedimientos de análisis y cuantificación celular, en asociación a la Plataforma de Citometría de Flujo.
6.4 Manejo y aplicación de modelos celulares, en asociación a la Plataforma de Plantas y Bioterio.
6.5 Interacción patógeno-hospedero, en asociación a las Plataformas de Citometría, de Animales y de Microscopía Avanzada.
6.6 Inmunología, en asociación a las Plataformas de Citometría, de Animales y de Microscopía Avanzada.


V. METODOLOGÍA

A través de clases lectivas se posibilitará la integración de diferentes marcos teóricos de estructura y función de proteínas y ácidos nucleicos para entender las respuestas de organismos y comunidades a estímulos ambientales. Se implementarán también talleres prácticos en base a la elección de los estudiantes para: a) Herramientas bioinformáticas para que los estudiantes desarrollen habilidades metodológicas y conceptuales involucradas en el estudio de la disciplina; b) herramientas de microscopia (epifluorescencia, confocal y electrónica transmisión); c) aplicaciones de la citometría de flujo para la cuantificación y análisis celular en modelos diversos (animales, vegetales, bacterianos, virales, etc.); d) herramientas y protocolos de manejo de plantas y animales.

El curso contempla seminarios en los cuales se presentarán y discutirán artículos científicos relacionados a las distintas unidades del curso. Además, el estudiante tendrá la oportunidad de desarrollar un Mini Proyecto para lo cual deberá investigar y comunicar a sus compañeros y profesores un problema científico original utilizando un lenguaje formal y exponiendo oralmente de forma clara y estructurada. 


VI.EVALUACIÓN

-Los objetivos 1, 2, 3  y 4 serán evaluados mediante pruebas escritas.
-Los objetivos 5 y 6 serán evaluados mediante reportes orales de las discusiones de artículos científicos y además  a través de un informe de resultados asociado a los talleres.
-Los objetivos 4, 5, 6 serán también evaluados mediante un Mini Proyecto expuesto de forma oral.


VII.BIBLIOGRAFÍA

MÍNIMA
-David Nelson & Michael Cox, Lehninger, Principios de Bioquímica, 2015.
-Jeremy M. Berg and John L. Tymoczko, Biochemistry, 2015.
-Robert F. Weaver, Molecular Biology, Fifth Edition, 2012.
-Lewin, Benjamin, Genes XII, 2017.
-Torsten Schwede ed.; Manuel Claude Peitsch, Computational structural biology: methods and applications, 2008.
-Eugene Madsen, Enviromental Microbiology: from genomes  to biogeochemistry, 2015.
-Michael T. Madigan and Kelly S. Bender, Brock Biology of Microorganisms, 2017. 
-David M. Knipe and Peter Howley, Fields Virology, 2013.
-Kenneth M Murphy y Casey Weaver, Janeway's Immunobiology, 2017."
